Wall time,Step,Value
1649190295.3409936,99,0.14142130315303802
1649190750.4816875,199,0.28904852271080017
1649191203.0582075,299,0.2309812605381012
1649191656.5702918,399,0.29567164182662964
1649192108.2734404,499,0.39733025431632996
1649192562.246401,599,0.306721955537796
1649193014.5127223,699,0.30348649621009827
1649193469.324554,799,0.2094976305961609
1649193919.677152,899,0.16467954218387604
1649194374.1986444,999,0.1861678659915924
1649194823.9667966,1099,0.20062409341335297
1649195277.9981701,1199,0.28806325793266296
1649195731.5075998,1299,0.2802700698375702
1649196184.7230272,1399,0.20810379087924957
1649196629.455397,1499,0.2863144874572754
1649197079.7585905,1599,0.23081722855567932
1649197524.9738853,1699,0.3654898405075073
1649197974.154227,1799,0.30874940752983093
1649198418.0607176,1899,0.39369678497314453
1649198868.2382112,1999,0.24658270180225372
1649199312.204608,2099,0.23456299304962158
1649199763.0189743,2199,0.2617724537849426
1649200208.1185462,2299,0.21846318244934082
1649200657.6646738,2399,0.35330209136009216
1649201103.0568247,2499,0.17557503283023834
1649201553.7639506,2599,0.2385212630033493
1649201998.073477,2699,0.3606853485107422
1649202451.826103,2799,0.34752440452575684
1649202900.7677581,2899,0.2889654338359833
1649203354.2170312,2999,0.2225777953863144
1649203804.3442512,3099,0.32212990522384644
1649204257.6025324,3199,0.3227084279060364
1649204707.774953,3299,0.3578140437602997
1649205161.6344407,3399,0.09392061084508896
1649205611.797782,3499,0.2887701392173767
1649206065.2283957,3599,0.2048877328634262
1649206514.5669212,3699,0.4055216610431671
1649206966.8512607,3799,0.3551265299320221
1649207416.9567797,3899,0.31319233775138855
1649207869.9410713,3999,0.29352954030036926
1649208319.8722582,4099,0.4077754616737366
1649208772.45119,4199,0.2843780815601349
1649209222.4851718,4299,0.25944510102272034
1649209675.4539294,4399,0.20553068816661835
1649210125.3880513,4499,0.33179885149002075
1649210578.9394996,4599,0.3955504298210144
1649211028.874015,4699,0.37917545437812805
1649211482.454662,4799,0.45207369327545166
1649211932.63405,4899,0.21440112590789795
1649212386.505897,4999,0.4790832996368408
1649212835.9140701,5099,0.3684392273426056
1649213289.215854,5199,0.4745754301548004
1649213738.2682173,5299,0.40217098593711853
1649214190.0097976,5399,0.27146318554878235
1649214640.7900615,5499,0.3321465253829956
1649215093.3804352,5599,0.33842790126800537
1649215544.1930995,5699,0.395241379737854
1649215997.8121588,5799,0.4166758358478546
1649216448.1192603,5899,0.3137664198875427
1649216899.3566704,5999,0.45377373695373535
1649217348.173219,6099,0.3187083303928375
1649217799.8560297,6199,0.3091549873352051
1649218245.9234831,6299,0.3769669234752655
1649218699.8840206,6399,0.21010656654834747
1649219148.5263484,6499,0.3564685583114624
1649219602.144138,6599,0.4067661762237549
1649220053.1720526,6699,0.503709077835083
1649220506.044123,6799,0.24687489867210388
1649220954.1032696,6899,0.23041006922721863
1649221404.512798,6999,0.32346847653388977
1649221850.6659968,7099,0.34399110078811646
1649222300.326047,7199,0.35629475116729736
1649222745.9678893,7299,0.3696085512638092
1649223195.365597,7399,0.40059107542037964
1649223641.0930421,7499,0.36375346779823303
1649224093.8299217,7599,0.3049752712249756
1649224543.9550395,7699,0.4436308741569519
1649224997.088153,7799,0.22778670489788055
1649225446.8398385,7899,0.3966096043586731
1649225900.201477,7999,0.3650932312011719
1649226348.9034736,8099,0.35318154096603394
1649226803.8613226,8199,0.3193928301334381
1649227253.813546,8299,0.2024497538805008
1649227708.407781,8399,0.2622671127319336
1649228159.2128463,8499,0.3403227627277374
1649228614.025032,8599,0.2611674666404724
1649229064.5045562,8699,0.20501042902469635
1649229520.3650165,8799,0.4276856780052185
1649229970.767209,8899,0.4958488345146179
1649230425.3441584,8999,0.4387112259864807
1649230876.2024348,9099,0.3223770558834076
1649231330.322237,9199,0.459723562002182
1649231781.1610606,9299,0.2954680025577545
1649232233.9840167,9399,0.3126046657562256
1649232684.3053613,9499,0.4118557870388031
1649233135.9090748,9599,0.3612980544567108
1649233584.7666337,9699,0.5191237926483154
1649234035.3930337,9799,0.3541068434715271
1649234489.4004269,9899,0.3127363622188568
1649234945.7748296,9999,0.4290013313293457
1649235397.2601478,10099,0.38997381925582886
1649235853.480251,10199,0.3834289312362671
1649236305.3395865,10299,0.44651153683662415
1649236757.6605573,10399,0.35455322265625
1649237207.7729278,10499,0.3722471594810486
1649237658.477648,10599,0.4685925543308258
1649238104.343684,10699,0.21212829649448395
1649238558.7408202,10799,0.45574289560317993
1649239006.440068,10899,0.3604901432991028
1649239459.0324807,10999,0.23245669901371002
1649239908.951913,11099,0.1328059583902359
1649240361.2908974,11199,0.3520267605781555
1649240810.337793,11299,0.3178132474422455
1649241263.5383296,11399,0.34947288036346436
1649241715.1700737,11499,0.32123568654060364
1649242168.2151656,11599,0.2720099985599518
1649242618.4013479,11699,0.4200805723667145
1649243071.8312178,11799,0.46820077300071716
1649243521.0320854,11899,0.3659683167934418
1649243975.0551484,11999,0.2979319095611572
1649244421.8653944,12099,0.4676896333694458
1649244873.2363846,12199,0.4430517256259918
1649245320.5402908,12299,0.3572658896446228
1649245770.5864787,12399,0.18371088802814484
1649246216.4015718,12499,0.27265411615371704
