Wall time,Step,Value
1648715566.100804,99,0.14137490093708038
1648716028.7685986,199,0.21974214911460876
1648716489.3953009,299,0.29550766944885254
1648716953.7943501,399,0.23998688161373138
1648717417.0712738,499,0.24412886798381805
1648717880.2824712,599,0.22866813838481903
1648718344.847213,699,0.2633427679538727
1648718810.2252703,799,0.205305814743042
1648719273.8544369,899,0.2364819198846817
1648719737.6754491,999,0.26290273666381836
1648720200.004361,1099,0.12986883521080017
1648720663.806555,1199,0.22216272354125977
1648721127.7107313,1299,0.3311130106449127
1648721593.10538,1399,0.3280033469200134
1648722054.432263,1499,0.15649086236953735
1648722519.419085,1599,0.28195682168006897
1648722983.177287,1699,0.3315150737762451
1648723447.1083574,1799,0.14080442488193512
1648723909.927327,1899,0.39900869131088257
1648724375.3578212,1999,0.36873072385787964
1648724837.9980197,2099,0.23639318346977234
1648725301.2094874,2199,0.3523077964782715
1648725762.46739,2299,0.34165164828300476
1648726226.2660987,2399,0.2159583866596222
1648726688.5077264,2499,0.3945014178752899
1648727150.3662865,2599,0.4032357335090637
1648727613.2750046,2699,0.23521597683429718
1648728078.5694518,2799,0.32842543721199036
1648728539.4431267,2899,0.3563787341117859
1648729003.4757283,2999,0.3158795237541199
1648729466.8822608,3099,0.3276994824409485
1648729931.2796257,3199,0.3362262547016144
1648730395.4494946,3299,0.3992205858230591
1648730858.5763378,3399,0.2997193932533264
1648731322.14356,3499,0.36068201065063477
1648731785.8563352,3599,0.35625407099723816
1648732248.588566,3699,0.2512540817260742
1648732712.8539658,3799,0.33167707920074463
1648733175.6541965,3899,0.2053232342004776
1648733639.8644083,3999,0.4971277415752411
1648734103.547995,4099,0.2170555144548416
1648734568.7389095,4199,0.2920433580875397
1648735031.0203364,4299,0.34518110752105713
1648735494.4182076,4399,0.35635703802108765
1648735956.125456,4499,0.2089049220085144
1648736418.39271,4599,0.42723745107650757
1648736880.0712142,4699,0.311246782541275
1648737341.9538906,4799,0.3215242922306061
1648737803.2840416,4899,0.5048527717590332
1648738265.9068892,4999,0.3809831738471985
1648738729.0976372,5099,0.4448246359825134
1648739193.3033626,5199,0.4347385764122009
1648739656.608716,5299,0.5654606819152832
1648740123.7649832,5399,0.3510919213294983
1648740586.2759461,5499,0.3340381383895874
1648741050.0324483,5599,0.4143238663673401
1648741511.91375,5699,0.2701069414615631
1648741975.5273209,5799,0.3757253885269165
1648742438.1506371,5899,0.36464062333106995
1648742900.6199043,5999,0.4221630394458771
1648743363.515528,6099,0.5071775913238525
1648743827.097408,6199,0.34254708886146545
1648744289.3088372,6299,0.392170786857605
1648744752.7442815,6399,0.4640657603740692
1648745215.7142608,6499,0.47707733511924744
1648745678.6373134,6599,0.27366161346435547
1648746139.8636777,6699,0.3893986642360687
1648746603.0149932,6799,0.49129408597946167
1648747065.8904517,6899,0.4797200858592987
1648747530.52421,6999,0.249607652425766
1648747993.4501264,7099,0.4353380799293518
1648748457.4746704,7199,0.39913880825042725
1648748919.3692322,7299,0.26469478011131287
1648749384.3246484,7399,0.36969536542892456
1648749846.9294932,7499,0.48564279079437256
1648750311.106568,7599,0.26935818791389465
1648750773.843401,7699,0.31582754850387573
1648751236.7743576,7799,0.28761136531829834
1648751699.5810719,7899,0.32646602392196655
1648752164.0462143,7999,0.32028600573539734
1648752626.9636137,8099,0.31304141879081726
1648753092.4499574,8199,0.36097991466522217
1648753555.360252,8299,0.24039983749389648
1648754019.36732,8399,0.20111136138439178
1648754481.477471,8499,0.4132736325263977
1648754943.8653917,8599,0.3104860484600067
1648755406.8563852,8699,0.16547638177871704
1648755871.9456806,8799,0.42378807067871094
1648756334.6329176,8899,0.3625083267688751
1648756797.8117292,8999,0.3912690281867981
1648757259.5307372,9099,0.3451080322265625
1648757724.0338905,9199,0.31302881240844727
1648758184.812251,9299,0.35368338227272034
1648758649.6105282,9399,0.3054177761077881
1648759111.746724,9499,0.44460341334342957
1648759576.1626635,9599,0.4461175501346588
1648760039.8096607,9699,0.44704169034957886
1648760505.0036514,9799,0.38866937160491943
1648760968.6444407,9899,0.30058562755584717
1648761433.0276196,9999,0.3011535704135895
1648761895.6439357,10099,0.43344688415527344
1648762358.0686736,10199,0.2821602523326874
1648762818.4376795,10299,0.41883721947669983
1648763280.7555323,10399,0.4045580327510834
