Wall time,Step,Value
1649046920.4482963,99,0.16365641355514526
1649047355.1078901,199,0.284212589263916
1649047788.6568258,299,0.22088217735290527
1649048219.7228615,399,0.26718616485595703
1649048651.911003,499,0.3815855085849762
1649049084.9173048,599,0.2857613265514374
1649049519.3477645,699,0.28108862042427063
1649049953.7103674,799,0.20266783237457275
1649050387.518739,899,0.18148420751094818
1649050821.0993867,999,0.20329786837100983
1649051255.618492,1099,0.17961221933364868
1649051691.3313568,1199,0.27946850657463074
1649052125.8624763,1299,0.27420222759246826
1649052559.5826814,1399,0.20174375176429749
1649052994.390696,1499,0.26382875442504883
1649053429.9634297,1599,0.2201753705739975
1649053864.3324406,1699,0.3525015413761139
1649054299.4139848,1799,0.31338974833488464
1649054734.2882285,1899,0.36767154932022095
1649055169.4033134,1999,0.24811337888240814
1649055603.1700685,2099,0.23469848930835724
1649056037.5271175,2199,0.2491621971130371
1649056476.3205504,2299,0.23802705109119415
1649056915.9866571,2399,0.3809669017791748
1649057356.848528,2499,0.14737805724143982
1649057795.0514996,2599,0.22611433267593384
1649058231.2716553,2699,0.3483896553516388
1649058666.5333846,2799,0.3723883032798767
1649059099.5873191,2899,0.29373225569725037
1649059532.3802898,2999,0.18935661017894745
1649059966.5287747,3099,0.3401165008544922
1649060398.4538782,3199,0.35074201226234436
1649060833.0792851,3299,0.36583831906318665
1649061268.5486927,3399,0.08677399903535843
1649061703.1505315,3499,0.2662399411201477
1649062134.4733849,3599,0.18988899886608124
1649062569.067774,3699,0.3663971424102783
1649063003.0525568,3799,0.35506680607795715
1649063437.2554438,3899,0.2923703193664551
1649063872.0365174,3999,0.28619006276130676
1649064306.6970541,4099,0.3604581654071808
1649064741.877558,4199,0.28481560945510864
1649065176.973133,4299,0.24067780375480652
1649065611.6123292,4399,0.21205127239227295
1649066045.8253596,4499,0.3483525514602661
1649066481.348443,4599,0.35057175159454346
1649066916.268646,4699,0.368757963180542
1649067350.9518738,4799,0.43984994292259216
1649067786.8320217,4899,0.21791671216487885
1649068223.4358737,4999,0.5109957456588745
1649068658.9227047,5099,0.36621713638305664
1649069094.2573059,5199,0.44918280839920044
1649069529.1930969,5299,0.38507065176963806
1649069963.5972986,5399,0.2808825671672821
1649070400.014938,5499,0.3050617277622223
1649070834.3940246,5599,0.35295212268829346
1649071270.2275896,5699,0.3818965256214142
1649071704.2117007,5799,0.37795716524124146
1649072141.1536102,5899,0.3163131773471832
1649072575.6293473,5999,0.45021167397499084
1649073010.8096077,6099,0.29704731702804565
1649073446.003422,6199,0.305206298828125
1649073880.2779095,6299,0.38644957542419434
1649074317.3371184,6399,0.1779816746711731
1649074752.5757399,6499,0.3317509591579437
1649075189.0151126,6599,0.38642367720603943
1649075624.8132396,6699,0.47337061166763306
1649076060.2369492,6799,0.2358921617269516
1649076496.847192,6899,0.25410255789756775
1649076932.174458,6999,0.2548096776008606
1649077366.7075171,7099,0.3377234637737274
1649077802.1928792,7199,0.3440149128437042
1649078237.8295894,7299,0.3904492259025574
1649078673.4570038,7399,0.33777812123298645
1649079106.923751,7499,0.31835153698921204
1649079540.3075235,7599,0.30236175656318665
1649079974.2061682,7699,0.4320615530014038
1649080409.4224699,7799,0.22049769759178162
1649080844.135086,7899,0.36949101090431213
1649081279.7373111,7999,0.3572354316711426
1649081714.8306727,8099,0.3603854775428772
1649082151.3427052,8199,0.2850649058818817
1649082586.2969697,8299,0.2234194576740265
1649083024.3172655,8399,0.2633678913116455
1649083460.454298,8499,0.3437201976776123
1649083895.6704957,8599,0.26699623465538025
1649084329.5783887,8699,0.18579326570034027
1649084765.0757823,8799,0.44151026010513306
1649085200.60691,8899,0.5359103083610535
1649085636.717453,8999,0.46367067098617554
1649086072.452081,9099,0.29723602533340454
1649086507.7218876,9199,0.45206329226493835
1649086943.0842736,9299,0.34331461787223816
1649087378.3654625,9399,0.28417345881462097
1649087814.2362812,9499,0.390756219625473
1649088249.0135002,9599,0.3746723532676697
1649088684.310898,9699,0.472451388835907
1649089119.306443,9799,0.4019131064414978
1649089556.165273,9899,0.2935185730457306
1649089991.842947,9999,0.40961477160453796
1649090426.1205273,10099,0.38976263999938965
1649090861.6312082,10199,0.3865435719490051
1649091296.993339,10299,0.4288804829120636
1649091732.1271172,10399,0.31961607933044434
1649092166.7751122,10499,0.3940069079399109
1649092600.970401,10599,0.4974019527435303
1649093035.8687942,10699,0.22928345203399658
1649093471.0647483,10799,0.4356347918510437
1649093906.0587103,10899,0.3326997458934784
1649094341.4763012,10999,0.22914758324623108
1649094776.1154046,11099,0.12871183454990387
1649095210.827122,11199,0.37653911113739014
1649095644.9101708,11299,0.2848186790943146
1649096080.4928112,11399,0.3323931396007538
1649096517.2865689,11499,0.26532813906669617
1649096952.6527128,11599,0.25665825605392456
1649097387.9504015,11699,0.4070696234703064
1649097822.8785634,11799,0.43886104226112366
1649098257.1580622,11899,0.4157886207103729
1649098692.790675,11999,0.29915133118629456
1649099127.775998,12099,0.46143579483032227
1649099562.6276572,12199,0.4035913050174713
1649099997.969786,12299,0.35842591524124146
1649100433.2685397,12399,0.17075559496879578
1649100867.8190987,12499,0.2752212584018707
